Column1;slugSeason;nameTeam;namePlayer;statusPlayer;isFinalSeason;isWaived;isOnRoster;isNonGuaranteed;isTeamOption;isPlayerOption;typeContractDetail;value;ID;FIRST_NAME;LAST_NAME;DISPLAY_LAST_COMMA_FIRST;DISPLAY_FI_LAST;PLAYER_SLUG;BIRTHDATE;SCHOOL;COUNTRY;LAST_AFFILIATION;HEIGHT;WEIGHT;SEASON_EXP;JERSEY;POSITION;ROSTERSTATUS;GAMES_PLAYED_CURRENT_SEASON_FLAG;TEAM_ID;TEAM_NAME;TEAM_ABBREVIATION;TEAM_CODE;TEAM_CITY;PLAYERCODE;FROM_YEAR;TO_YEAR;DLEAGUE_FLAG;NBA_FLAG;GAMES_PLAYED_FLAG;DRAFT_YEAR;DRAFT_ROUND;DRAFT_NUMBER;PTS;AST;REB;ALL_STAR_APPEARANCES;PIE
405;2023-24;Golden State Warriors;Draymond Green;current roster;1;0;1;0;0;1;Player Option;27586224;203110;Draymond;Green;Green, Draymond;D. Green;draymond-green;4/03/1990 00:00;Michigan State;USA;Michigan State/USA;78;230;8;23;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;draymond_green;2012;2020;N;Y;Y;2012;2;35;6.1;8.4;6.6;;0.097
406;2020-21;Golden State Warriors;Eric Paschall;current roster;0;0;1;0;0;0;Guaranteed;1517981;1629672;Eric;Paschall;Paschall, Eric;E. Paschall;eric-paschall;4/11/1996 00:00;Villanova;USA;Villanova/USA;78;255;1;7;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;eric_paschall;2019;2020;N;Y;Y;2019;2;41;9.5;1.3;3.2;;0.097
407;2021-22;Golden State Warriors;Eric Paschall;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;1629672;Eric;Paschall;Paschall, Eric;E. Paschall;eric-paschall;4/11/1996 00:00;Villanova;USA;Villanova/USA;78;255;1;7;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;eric_paschall;2019;2020;N;Y;Y;2019;2;41;9.5;1.3;3.2;;0.097
408;2022-23;Golden State Warriors;Eric Paschall;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;1629672;Eric;Paschall;Paschall, Eric;E. Paschall;eric-paschall;4/11/1996 00:00;Villanova;USA;Villanova/USA;78;255;1;7;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;eric_paschall;2019;2020;N;Y;Y;2019;2;41;9.5;1.3;3.2;;0.097
409;2020-21;Golden State Warriors;James Wiseman;current roster;0;0;1;0;0;0;Guaranteed;8730240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;2021-22;Golden State Warriors;James Wiseman;current roster;0;0;1;0;0;0;Guaranteed;9166800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;2022-23;Golden State Warriors;James Wiseman;current roster;0;0;1;0;1;0;Team Option;9603360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;2023-24;Golden State Warriors;James Wiseman;current roster;0;0;1;0;1;0;Team Option;12119440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;2024-25;Golden State Warriors;James Wiseman;current roster;1;0;1;0;0;0;Qualifying Offer;15815869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;2020-21;Golden State Warriors;Jordan Poole;current roster;0;0;1;0;0;0;Guaranteed;2063280;1629673;Jordan;Poole;Poole, Jordan;J. Poole;jordan-poole;19/06/1999 00:00;Michigan;USA;Michigan/USA;76;194;1;3;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;jordan_poole;2019;2020;Y;Y;Y;2019;1;28;10.8;1.4;1.6;;0.136
415;2021-22;Golden State Warriors;Jordan Poole;current roster;0;0;1;0;0;0;Guaranteed;2161440;1629673;Jordan;Poole;Poole, Jordan;J. Poole;jordan-poole;19/06/1999 00:00;Michigan;USA;Michigan/USA;76;194;1;3;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;jordan_poole;2019;2020;Y;Y;Y;2019;1;28;10.8;1.4;1.6;;0.136
416;2022-23;Golden State Warriors;Jordan Poole;current roster;0;0;1;0;1;0;Team Option;3901399;1629673;Jordan;Poole;Poole, Jordan;J. Poole;jordan-poole;19/06/1999 00:00;Michigan;USA;Michigan/USA;76;194;1;3;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;jordan_poole;2019;2020;Y;Y;Y;2019;1;28;10.8;1.4;1.6;;0.136
417;2023-24;Golden State Warriors;Jordan Poole;current roster;1;0;1;0;0;0;Qualifying Offer;5813085;1629673;Jordan;Poole;Poole, Jordan;J. Poole;jordan-poole;19/06/1999 00:00;Michigan;USA;Michigan/USA;76;194;1;3;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;jordan_poole;2019;2020;Y;Y;Y;2019;1;28;10.8;1.4;1.6;;0.136
418;2020-21;Golden State Warriors;Kelly Oubre;current roster;1;0;1;0;0;0;Guaranteed;14375000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;2020-21;Golden State Warriors;Kent Bazemore;current roster;1;0;1;0;0;0;Guaranteed;1620564;203145;Kent;Bazemore;Bazemore, Kent;K. Bazemore;kent-bazemore;1/07/1989 00:00;Old Dominion;USA;Old Dominion/USA;76;195;8;26;Guard-Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;kent_bazemore;2012;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;6.1;1.6;2.9;;0.077
420;2020-21;Golden State Warriors;Kevon Looney;current roster;0;0;1;0;0;0;Guaranteed;4821429;1626172;Kevon;Looney;Looney, Kevon;K. Looney;kevon-looney;6/02/1996 00:00;UCLA;USA;UCLA/USA;81;222;5;5;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;kevon_looney;2015;2020;Y;Y;Y;2015;1;30;3.9;1.6;4.2;;0.093
421;2021-22;Golden State Warriors;Kevon Looney;current roster;1;0;1;0;0;1;Player Option;5178572;1626172;Kevon;Looney;Looney, Kevon;K. Looney;kevon-looney;6/02/1996 00:00;UCLA;USA;UCLA/USA;81;222;5;5;Forward;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;kevon_looney;2015;2020;Y;Y;Y;2015;1;30;3.9;1.6;4.2;;0.093
422;2020-21;Golden State Warriors;Klay Thompson;current roster;0;0;1;0;0;0;Guaranteed;35361360;202691;Klay;Thompson;Thompson, Klay;K. Thompson;klay-thompson;8/02/1990 00:00;Washington State;USA;Washington State/USA;78;215;8;11;Guard;Active;N;1610612744;Warriors;GSW;warriors;Golden State;klay_thompson;2011;2020;N;Y;Y;2011;1;11;21.5;2.4;3.8;;0.103
423;2021-22;Golden State Warriors;Klay Thompson;current roster;0;0;1;0;0;0;Guaranteed;37980720;202691;Klay;Thompson;Thompson, Klay;K. Thompson;klay-thompson;8/02/1990 00:00;Washington State;USA;Washington State/USA;78;215;8;11;Guard;Active;N;1610612744;Warriors;GSW;warriors;Golden State;klay_thompson;2011;2020;N;Y;Y;2011;1;11;21.5;2.4;3.8;;0.103
424;2022-23;Golden State Warriors;Klay Thompson;current roster;0;0;1;0;0;0;Guaranteed;40600080;202691;Klay;Thompson;Thompson, Klay;K. Thompson;klay-thompson;8/02/1990 00:00;Washington State;USA;Washington State/USA;78;215;8;11;Guard;Active;N;1610612744;Warriors;GSW;warriors;Golden State;klay_thompson;2011;2020;N;Y;Y;2011;1;11;21.5;2.4;3.8;;0.103
425;2023-24;Golden State Warriors;Klay Thompson;current roster;1;0;1;0;0;0;Guaranteed;43219440;202691;Klay;Thompson;Thompson, Klay;K. Thompson;klay-thompson;8/02/1990 00:00;Washington State;USA;Washington State/USA;78;215;8;11;Guard;Active;N;1610612744;Warriors;GSW;warriors;Golden State;klay_thompson;2011;2020;N;Y;Y;2011;1;11;21.5;2.4;3.8;;0.103
426;2020-21;Golden State Warriors;Mychal Mulder;current roster;0;0;1;0;0;0;Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;2021-22;Golden State Warriors;Mychal Mulder;current roster;0;0;1;1;0;0;Non-Guaranteed;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;2022-23;Golden State Warriors;Mychal Mulder;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;2020-21;Golden State Warriors;Shaun Livingston;W;0;0;0;0;0;0;Not With Team;666667;2733;Shaun;Livingston;Livingston, Shaun;S. Livingston;shaun-livingston;11/09/1985 00:00;No College;USA;Peoria Central HS (IL)/USA;79;192;15;34;Guard;Inactive;N;1610612744;Warriors;GSW;warriors;Golden State;shaun_livingston;2004;2018;Y;Y;Y;2004;1;4;6.3;3;2.4;0;
430;2021-22;Golden State Warriors;Shaun Livingston;W;0;0;0;0;0;0;Not With Team;666667;2733;Shaun;Livingston;Livingston, Shaun;S. Livingston;shaun-livingston;11/09/1985 00:00;No College;USA;Peoria Central HS (IL)/USA;79;192;15;34;Guard;Inactive;N;1610612744;Warriors;GSW;warriors;Golden State;shaun_livingston;2004;2018;Y;Y;Y;2004;1;4;6.3;3;2.4;0;
431;2020-21;Golden State Warriors;Stephen Curry;current roster;0;0;1;0;0;0;Guaranteed;43006362;201939;Stephen;Curry;Curry, Stephen;S. Curry;stephen-curry;14/03/1988 00:00;Davidson;USA;Davidson/USA;75;185;11;30;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;stephen_curry;2009;2020;N;Y;Y;2009;1;7;29;6.2;5.3;;0.176
432;2021-22;Golden State Warriors;Stephen Curry;current roster;1;0;1;0;0;0;Guaranteed;45780966;201939;Stephen;Curry;Curry, Stephen;S. Curry;stephen-curry;14/03/1988 00:00;Davidson;USA;Davidson/USA;75;185;11;30;Guard;Active;Y;1610612744;Warriors;GSW;warriors;Golden State;stephen_curry;2009;2020;N;Y;Y;2009;1;7;29;6.2;5.3;;0.176
433;2020-21;Houston Rockets;Avery Bradley;current roster;1;0;1;0;0;0;Guaranteed;5635000;202340;Avery;Bradley;Bradley, Avery;A. Bradley;avery-bradley;26/11/1990 00:00;Texas;USA;Texas/USA;75;180;10;11;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;avery_bradley;2010;2020;Y;Y;Y;2010;1;19;8.5;1.4;1.8;;0.062
434;2021-22;Houston Rockets;Avery Bradley;current roster;0;0;1;0;1;0;Team Option;5916750;202340;Avery;Bradley;Bradley, Avery;A. Bradley;avery-bradley;26/11/1990 00:00;Texas;USA;Texas/USA;75;180;10;11;Guard;Active;Y;1610612748;Heat;MIA;heat;Miami;avery_bradley;2010;2020;Y;Y;Y;2010;1;19;8.5;1.4;1.8;;0.062
435;2020-21;Houston Rockets;Ben McLemore;W;0;0;0;0;0;0;Not With Team;2283034;203463;Ben;McLemore;McLemore, Ben;B. McLemore;ben-mclemore;11/02/1993 00:00;Kansas;USA;Kansas/USA;75;195;7;16;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;ben_mclemore;2013;2020;Y;Y;Y;2013;1;7;6.6;0.9;2.2;;0.05
436;2020-21;Houston Rockets;Bruno Caboclo;W;0;0;0;0;0;0;Not With Team;361256;203998;Bruno;Caboclo;Caboclo, Bruno;B. Caboclo;bruno-caboclo;21/09/1995 00:00; ;Brazil;Pinheiros/Brazil;81;218;6;;Forward;Inactive;Y;0;;;;;bruno_caboclo;2014;2020;Y;Y;Y;2014;1;20;2.8;0.2;2.3;;0.113
437;2020-21;Houston Rockets;Chris Clemons;W;0;0;0;0;0;0;Not With Team;1517981;1629598;Chris;Clemons;Clemons, Chris;C. Clemons;chris-clemons;23/07/1997 00:00;Campbell University;USA;Campbell /USA;69;180;1;3;Guard;Inactive;Y;1610612745;Rockets;HOU;rockets;Houston;chris_clemons;2019;2019;Y;Y;Y;Undrafted;Undrafted;Undrafted;4.9;0.8;0.9;0;
438;2020-21;Houston Rockets;Christian Wood;current roster;0;0;1;0;0;0;Guaranteed;13015874;1626174;Christian;Wood;Wood, Christian;C. Wood;christian-wood;27/09/1995 00:00;UNLV;USA;UNLV/USA;82;214;4;35;Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;christian_wood;2015;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;21.9;1.4;9.8;;0.169
439;2021-22;Houston Rockets;Christian Wood;current roster;0;0;1;0;0;0;Guaranteed;13666667;1626174;Christian;Wood;Wood, Christian;C. Wood;christian-wood;27/09/1995 00:00;UNLV;USA;UNLV/USA;82;214;4;35;Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;christian_wood;2015;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;21.9;1.4;9.8;;0.169
440;2022-23;Houston Rockets;Christian Wood;current roster;1;0;1;0;0;0;Guaranteed;14317459;1626174;Christian;Wood;Wood, Christian;C. Wood;christian-wood;27/09/1995 00:00;UNLV;USA;UNLV/USA;82;214;4;35;Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;christian_wood;2015;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;21.9;1.4;9.8;;0.169
441;2020-21;Houston Rockets;Dante Exum;current roster;1;0;1;0;0;0;Guaranteed;9600000;203957;Dante;Exum;Exum, Dante;D. Exum;dante-exum;13/07/1995 00:00;Australian Institute of Sport;Australia;Australian Institute of Sport/Australia;77;214;5;5;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;dante_exum;2014;2020;N;Y;Y;2014;1;5;3.8;2.2;2.8;;0.058
442;2020-21;Houston Rockets;Danuel House;current roster;0;0;1;0;0;0;Guaranteed;3717000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;2021-22;Houston Rockets;Danuel House;current roster;1;0;1;0;0;0;Guaranteed;3894000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;2020-21;Houston Rockets;DaQuan Jeffries;current roster;0;0;1;0;0;0;Guaranteed;1445697;1629610;DaQuan;Jeffries;Jeffries, DaQuan;D. Jeffries;daquan-jeffries;30/08/1997 00:00;Tulsa;USA;Tulsa/USA;77;230;1;19;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;daquan_jeffries;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;3.9;0.3;1.6;;0.036
445;2021-22;Houston Rockets;DaQuan Jeffries;current roster;0;0;1;0;1;0;Team Option;1701593;1629610;DaQuan;Jeffries;Jeffries, DaQuan;D. Jeffries;daquan-jeffries;30/08/1997 00:00;Tulsa;USA;Tulsa/USA;77;230;1;19;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;daquan_jeffries;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;3.9;0.3;1.6;;0.036
446;2022-23;Houston Rockets;DaQuan Jeffries;current roster;1;0;1;0;0;0;Qualifying Offer;2126991;1629610;DaQuan;Jeffries;Jeffries, DaQuan;D. Jeffries;daquan-jeffries;30/08/1997 00:00;Tulsa;USA;Tulsa/USA;77;230;1;19;Guard-Forward;Active;Y;1610612758;Kings;SAC;kings;Sacramento;daquan_jeffries;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;3.9;0.3;1.6;;0.036
447;2020-21;Houston Rockets;David Nwaba;current roster;1;0;1;0;0;0;Guaranteed;1824003;1628021;David;Nwaba;Nwaba, David;D. Nwaba;david-nwaba;14/01/1993 00:00;Cal Poly-Obispo;USA;Cal Poly-Obispo/USA;77;219;4;2;Guard-Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;david_nwaba;2016;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;9.2;1;3.9;;0.089
448;2020-21;Houston Rockets;DeMarcus Cousins;W;0;0;0;0;0;0;Guaranteed;1620564;202326;DeMarcus;Cousins;Cousins, DeMarcus;D. Cousins;demarcus-cousins;13/08/1990 00:00;Kentucky;USA;Kentucky/USA;82;270;9;;Center;Inactive;Y;0;;;;;demarcus_cousins;2010;2020;N;Y;Y;2010;1;5;9.6;2.4;7.6;;0.127
449;2020-21;Houston Rockets;DJ Augustin;current roster;0;0;1;0;0;0;Guaranteed;6666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;2021-22;Houston Rockets;DJ Augustin;current roster;0;0;1;0;0;0;Guaranteed;7000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;2022-23;Houston Rockets;DJ Augustin;current roster;1;0;1;1;0;0;Non-Guaranteed;7333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;2020-21;Houston Rockets;DJ Wilson;current roster;0;0;1;0;0;0;Guaranteed;4548280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;2021-22;Houston Rockets;DJ Wilson;current roster;1;0;1;0;0;0;Qualifying Offer;6422171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;2020-21;Houston Rockets;Eric Gordon;current roster;0;0;1;0;0;0;Guaranteed;16869276;201569;Eric;Gordon;Gordon, Eric;E. Gordon;eric-gordon;25/12/1988 00:00;Indiana;USA;Indiana/USA;75;215;12;10;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;eric_gordon;2008;2020;N;Y;Y;2008;1;7;17.8;2.6;2.1;;0.097
455;2021-22;Houston Rockets;Eric Gordon;current roster;0;0;1;0;0;0;Guaranteed;18218818;201569;Eric;Gordon;Gordon, Eric;E. Gordon;eric-gordon;25/12/1988 00:00;Indiana;USA;Indiana/USA;75;215;12;10;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;eric_gordon;2008;2020;N;Y;Y;2008;1;7;17.8;2.6;2.1;;0.097
456;2022-23;Houston Rockets;Eric Gordon;current roster;0;0;1;0;0;0;Guaranteed;19568360;201569;Eric;Gordon;Gordon, Eric;E. Gordon;eric-gordon;25/12/1988 00:00;Indiana;USA;Indiana/USA;75;215;12;10;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;eric_gordon;2008;2020;N;Y;Y;2008;1;7;17.8;2.6;2.1;;0.097
457;2023-24;Houston Rockets;Eric Gordon;current roster;1;0;1;1;0;0;Non-Guaranteed;20917902;201569;Eric;Gordon;Gordon, Eric;E. Gordon;eric-gordon;25/12/1988 00:00;Indiana;USA;Indiana/USA;75;215;12;10;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;eric_gordon;2008;2020;N;Y;Y;2008;1;7;17.8;2.6;2.1;;0.097
458;2020-21;Houston Rockets;Jae'Sean Tate;current roster;0;0;1;0;0;0;Guaranteed;1445697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;2021-22;Houston Rockets;Jae'Sean Tate;current roster;0;0;1;1;0;0;Non-Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;2022-23;Houston Rockets;Jae'Sean Tate;current roster;0;0;1;0;1;0;Team Option;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;2023-24;Houston Rockets;Jae'Sean Tate;current roster;1;0;1;0;0;0;Qualifying Offer;2228276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;2020-21;Houston Rockets;Jerian Grant;W;0;0;0;0;0;0;Not With Team;50000;1626170;Jerian;Grant;Grant, Jerian;J. Grant;jerian-grant;9/10/1992 00:00;Notre Dame;USA;Notre Dame/USA;76;198;5;22;Guard;Inactive;Y;1610612764;Wizards;WAS;wizards;Washington;jerian_grant;2015;2019;Y;Y;Y;2015;1;19;6.1;2.9;1.9;0;
463;2020-21;Houston Rockets;John Wall;current roster;0;0;1;0;0;0;Guaranteed;41254920;202322;John;Wall;Wall, John;J. Wall;john-wall;6/09/1990 00:00;Kentucky;USA;Kentucky/USA;75;210;9;1;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;john_wall;2010;2020;N;Y;Y;2010;1;1;21.1;6.3;3.5;;0.118
464;2021-22;Houston Rockets;John Wall;current roster;0;0;1;0;0;0;Guaranteed;44310840;202322;John;Wall;Wall, John;J. Wall;john-wall;6/09/1990 00:00;Kentucky;USA;Kentucky/USA;75;210;9;1;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;john_wall;2010;2020;N;Y;Y;2010;1;1;21.1;6.3;3.5;;0.118
465;2022-23;Houston Rockets;John Wall;current roster;1;0;1;0;0;1;Player Option;47366760;202322;John;Wall;Wall, John;J. Wall;john-wall;6/09/1990 00:00;Kentucky;USA;Kentucky/USA;75;210;9;1;Guard;Active;Y;1610612745;Rockets;HOU;rockets;Houston;john_wall;2010;2020;N;Y;Y;2010;1;1;21.1;6.3;3.5;;0.118
466;2020-21;Houston Rockets;Kelly Olynyk;current roster;1;0;1;0;0;0;Guaranteed;12819649;203482;Kelly;Olynyk;Olynyk, Kelly;K. Olynyk;kelly-olynyk;19/04/1991 00:00;Gonzaga;Canada;Gonzaga/Canada;83;240;7;9;Forward-Center;Active;Y;1610612748;Heat;MIA;heat;Miami;kelly_olynyk;2013;2020;N;Y;Y;2013;1;13;10;2.1;6.1;;0.087
467;2020-21;Houston Rockets;Kevin Porter Jr;current roster;0;0;1;0;0;0;Guaranteed;1717981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;2021-22;Houston Rockets;Kevin Porter Jr;current roster;0;0;1;0;0;0;Guaranteed;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;2022-23;Houston Rockets;Kevin Porter Jr;current roster;0;0;1;0;1;0;Team Option;3217631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;2023-24;Houston Rockets;Kevin Porter Jr;current roster;1;0;1;0;0;0;Qualifying Offer;4826447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;2020-21;Houston Rockets;KJ Martin;current roster;0;0;1;0;0;0;Guaranteed;898310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;2021-22;Houston Rockets;KJ Martin;current roster;0;0;1;1;0;0;Non-Guaranteed;1517981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;2022-23;Houston Rockets;KJ Martin;current roster;1;0;1;0;1;0;Team Option;1782621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;2023-24;Houston Rockets;KJ Martin;current roster;0;0;1;0;1;0;Team Option;1930681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;2020-21;Houston Rockets;Mason Jones;E;0;0;0;0;0;0;Not With Team;61528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;2020-21;Houston Rockets;Sterling Brown;current roster;1;0;1;0;0;0;Guaranteed;1620564;1628425;Sterling;Brown;Brown, Sterling;S. Brown;sterling-brown;10/02/1995 00:00;Southern Methodist;USA;Southern Methodist/USA;77;219;3;0;Guard-Forward;Active;Y;1610612745;Rockets;HOU;rockets;Houston;sterling_brown;2017;2020;Y;Y;Y;2017;2;46;7.6;1.6;4.5;;0.082
477;2020-21;Houston Rockets;Troy Williams;W;0;0;0;0;0;0;Not With Team;122741;1627786;Troy;Williams;Williams, Troy;T. Williams;troy-williams;30/12/1994 00:00;Indiana;USA;Indiana/USA;79;218;3;19;Forward;Inactive;N;1610612758;Kings;SAC;kings;Sacramento;troy_williams;2016;2018;Y;Y;Y;Undrafted;Undrafted;Undrafted;6;0.7;2.7;0;
478;2021-22;Houston Rockets;Troy Williams;W;0;0;0;0;0;0;Not With Team;122741;1627786;Troy;Williams;Williams, Troy;T. Williams;troy-williams;30/12/1994 00:00;Indiana;USA;Indiana/USA;79;218;3;19;Forward;Inactive;N;1610612758;Kings;SAC;kings;Sacramento;troy_williams;2016;2018;Y;Y;Y;Undrafted;Undrafted;Undrafted;6;0.7;2.7;0;
479;2022-23;Houston Rockets;Troy Williams;W;0;0;0;0;0;0;Not With Team;122741;1627786;Troy;Williams;Williams, Troy;T. Williams;troy-williams;30/12/1994 00:00;Indiana;USA;Indiana/USA;79;218;3;19;Forward;Inactive;N;1610612758;Kings;SAC;kings;Sacramento;troy_williams;2016;2018;Y;Y;Y;Undrafted;Undrafted;Undrafted;6;0.7;2.7;0;
480;2020-21;Indiana Pacers;Aaron Holiday;current roster;0;0;1;0;0;0;Guaranteed;2345640;1628988;Aaron;Holiday;Holiday, Aaron;A. Holiday;aaron-holiday;30/09/1996 00:00;UCLA;USA;UCLA/USA;72;185;2;3;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;aaron_holiday;2018;2020;N;Y;Y;2018;1;23;6.9;1.7;1.2;;0.045
481;2021-22;Indiana Pacers;Aaron Holiday;current roster;0;0;1;0;0;0;Guaranteed;3980551;1628988;Aaron;Holiday;Holiday, Aaron;A. Holiday;aaron-holiday;30/09/1996 00:00;UCLA;USA;UCLA/USA;72;185;2;3;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;aaron_holiday;2018;2020;N;Y;Y;2018;1;23;6.9;1.7;1.2;;0.045
482;2022-23;Indiana Pacers;Aaron Holiday;current roster;1;0;1;0;0;0;Qualifying Offer;5791702;1628988;Aaron;Holiday;Holiday, Aaron;A. Holiday;aaron-holiday;30/09/1996 00:00;UCLA;USA;UCLA/USA;72;185;2;3;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;aaron_holiday;2018;2020;N;Y;Y;2018;1;23;6.9;1.7;1.2;;0.045
483;2021-22;Indiana Pacers;Brian Bowen II;current roster;1;0;1;0;0;0;Qualifying Offer;1669178;1628968;Brian;Bowen II;Bowen II, Brian;B. Bowen II;brian-bowen-ii;2/10/1998 00:00;Sydney Kings;USA;Sydney Kings/USA;78;190;1;10;Forward-Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;brian_bowen_ii;2019;2020;Y;Y;Y;Undrafted;Undrafted;Undrafted;1.5;0;0.5;;0.171
484;2020-21;Indiana Pacers;Caris LeVert;current roster;0;0;1;0;0;0;Guaranteed;16203704;1627747;Caris;LeVert;LeVert, Caris;C. LeVert;caris-levert;25/08/1994 00:00;Michigan;USA;Michigan/USA;78;205;4;22;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;caris_levert;2016;2020;N;Y;Y;2016;1;20;17.3;5.3;4.2;;0.115
485;2021-22;Indiana Pacers;Caris LeVert;current roster;0;0;1;0;0;0;Guaranteed;17500000;1627747;Caris;LeVert;LeVert, Caris;C. LeVert;caris-levert;25/08/1994 00:00;Michigan;USA;Michigan/USA;78;205;4;22;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;caris_levert;2016;2020;N;Y;Y;2016;1;20;17.3;5.3;4.2;;0.115
486;2022-23;Indiana Pacers;Caris LeVert;current roster;1;0;1;0;0;0;Guaranteed;18796296;1627747;Caris;LeVert;LeVert, Caris;C. LeVert;caris-levert;25/08/1994 00:00;Michigan;USA;Michigan/USA;78;205;4;22;Guard;Active;Y;1610612754;Pacers;IND;pacers;Indiana;caris_levert;2016;2020;N;Y;Y;2016;1;20;17.3;5.3;4.2;;0.115
487;2020-21;Indiana Pacers;Domantas Sabonis;current roster;0;0;1;0;0;0;Guaranteed;19800000;1627734;Domantas;Sabonis;Sabonis, Domantas;D. Sabonis;domantas-sabonis;3/05/1996 00:00;Gonzaga;Lithuania;Gonzaga/Lithuania;83;240;4;11;Forward-Center;Active;Y;1610612754;Pacers;IND;pacers;Indiana;domantas_sabonis;2016;2020;N;Y;Y;2016;1;11;20.2;6.2;11.2;;0.144
